thumb	318	414	737	1279	1575	1671	1997	2511	2840	2938	3264	3789	4120	4525	5074
index	268	464	789	1222	1516	1721	2044	2455	2779	2991	3308	3735	4061	4265	4575	5023
middle	209	522	850	1165	1468	1777	2096	2398	2721	3045	3366	3681	4001	4321	4634	4951
ring	577	904	1842	2153	2658	3091	3416	3943	4372	4693
little	108	626	959	1059	1369	1898	2207	2299	2605	3153	3474	3565	3891	4422	4749	4844
