thumb	376	502	876	1480	1863	1983	2345	2966	3333	3457	3828	4444	4810	4942	5314	5914
index	309	558	936	1421	1801	2042	2406	2902	3278	3517	3888	4385	4754	5000	5380	5848
middle	252	624	994	1358	1742	2097	2465	2847	3218	3578	3953	4320	4694	5057	5442	5792
ring	187	681	1054	1299	1678	2155	2523	2778	3159	3638	4013	4257	4636	5116	5497	5733
little	144	748	1118	1240	1620	2219	2585	2712	3091	3707	4075	4196	4573	5180	5565	5673
