thumb	479	710	1412	2536	3224	3465	4138	5262	5948	6181	6907	8668	8904	9584	10740
index	373	820	1522	2422	3110	3559	4261	5143	5837	6290	6984	7869	8558	9014	9696	10616
middle	266	935	1632	2327	2999	3676	4351	5032	5726	6406	7095	7757	8447	9126	9813	10503
ring	158	1051	1746	2209	2894	3790	4467	4925	5610	6517	7205	7648	8335	9236	9929	10387
little	54	1165	1857	2091	2815	3896	4580	4817	5500	6631	7313	7545	8233	9339	10045	10275
