thumb	347	445	821	1381	1720	1837	2191	2767	3110	3221	3563	4164	4516	4608	4959	5532
index	283	498	874	1326	1656	1899	2309	2705	3055	3281	3625	4100	4490	4663	5026	5474
middle	240	563	925	1269	1592	1954	2351	2642	2990	3333	3680	4041	4447	4733	5084	5418
ring	180	626	980	1198	1545	2014	2381	2588	2930	3395	3741	3975	4798	5141	5350
little	139	634	1047	1144	1481	2081	2421	2530	2876	3399	3803	3910	4269	4862	5189	5290
