thumb	181	237	412	724	901	957	1147	1444	1631	1688	1873	2170	2346	2388	2578	2900
index	150	263	440	691	872	996	1180	1426	1597	1714	1901	2134	2315	2422	2607	2864
middle	120	287	479	836	1033	1210	1391	1570	1747	1933	2102	2282	2453	2630	2840
ring	88	320	509	623	812	1054	1240	1354	1535	1781	1964	2064	2486	2673	2798
little	55	352	548	596	779	1097	1268	1318	1502	1814	1989	2035	2230	2520	2705	2762
