thumb	172	214	401	666	863	916	1099	1378	1549	1593	1751	2052	2224	2280	2437	2735
index	142	247	428	637	837	955	1125	1346	1516	1626	1782	2017	2192	2303	2468	2710
middle	112	277	458	611	811	983	1160	1327	1483	1653	1823	1991	2164	2332	2497	2676
ring	84	309	482	588	795	1012	1191	1291	1455	1684	1861	1961	2133	2354	2532	2642
little	59	338	513	562	737	1045	1211	1256	1425	1696	1895	1938	2104	2383	2561	2615
