thumb	373	449	780	1333	1655	1742	2063	2936	4235	4321
index	314	505	838	1271	1593	1788	2121	2555	2877	3080	3413	3849	4173	4369	4694	5138
middle	259	565	894	1211	1533	1843	2178	2493	2810	3137	3468	3790	4109	4429	4750	5076
ring	194	641	953	1154	1473	1910	2232	2436	2750	3197	3529	3731	4055	4485	4808	5016
little	139	695	1015	1095	1412	1968	2293	2374	2696	3257	3589	3670	4009	4547	4876	4956
