thumb	160	217	387	673	835	884	1059	1338	1505	1560	1732	2030	2191	2245	2421	2702
index	134	243	418	642	807	913	1088	1308	1478	1588	1764	1994	2159	2274	2450	2672
middle	106	272	444	616	772	944	1112	1278	1447	1622	1789	1963	2130	2300	2479	2643
ring	79	305	477	585	746	973	1142	1249	1420	1652	1819	1931	2103	2326	2508	2612
little	53	335	508	555	725	1006	1170	1221	1387	1681	1851	1900	2073	2358	2537	2585
