thumb	338	413	739	1297	1624	1697	2015	2896	2971	3288	4162	4249	4571
index	273	473	794	1230	1563	1754	2080	2511	2827	3027	3344	3780	4104	4296	4624	5055
middle	215	532	849	1171	1500	1810	2120	2452	2767	3089	3397	3719	4046	4354	4676	4992
ring	154	594	911	1116	1437	1870	2189	2386	2712	3144	3458	3663	3988	4414	4733	4934
little	98	651	979	1057	1380	1928	2243	2327	2656	3188	3519	3599	3932	4476	4797	4884
