thumb	184	226	394	683	830	877	1047	1354	1529	1579	1745	2019	2192	2240	2403	2676
index	153	257	428	648	804	906	1076	1320	1502	1605	1776	1987	2165	2268	2433	2648
middle	126	282	459	617	782	934	1102	1283	1471	1626	1803	1961	2133	2297	2461	2626
ring	96	306	489	589	756	963	1139	1249	1440	1657	1829	1933	2102	2330	2490	2617
little	61	342	519	563	725	993	1171	1223	1409	1691	1859	1905	2072	2360	2517	2572
