thumb	1145	1280	1656	2598	2721	3090	4043	4171	4522	5464	5957
index	1086	1333	1710	2177	2608	2780	3151	3627	3982	4223	4576	5052	5403	5662	6012	6507
middle	1027	1761	1908	2141	2616	2782	3209	3568	4634	4995	5346	6086	6440
ring	973	1452	1822	2067	2422	2898	3270	3510	3881	4343	4696	4936	5289	5773	6140	6380
little	913	1511	1877	2004	2368	2969	3330	3470	3833	4394	4765	4886	5238	5826	6195	6319
