thumb	338	438	784	1317	1657	1755	2089	2672	3008	3110	3457	4005	4340	4449	4795	5367
index	279	496	840	1262	1589	1810	2145	2609	2941	3169	3513	3943	4263	4501	4841	5300
middle	218	566	886	1207	1537	1874	2205	2548	2887	3230	3575	3899	4223	4564	4896	5230
ring	160	611	950	1474	1942	2271	2471	2833	3285	3627	4158	4632	4947	5170
little	108	662	993	1099	1420	1998	2333	2424	2768	3346	3688	3789	4103	4687	5006	5114
